"parcela","location","sizeplot","state","Name","plotID","year","owner","Alive.parcela","Dead.parcela","AGB","min.DBH","max.DBH","mean.DBH","sd.DBH","areaplot35","areaplot10","AGB10","ACD10","AGB35","ACD35","AGB.plot","ACD","min.height","max.height","mean.height","sd.height","min.WD","max.WD","mean.WD","sd.WD","No.trees","No.palms","No.families","No.genus","No.species","BA10","BA10.plot","BA35","BA35.plot","Basal.area.plot","WD10","WD35","WD.C1","WD.C2"
"AND_A01 T05P02 50x50 2013","AND_A01","50x50","PA","Fazenda Andiroba","T05P02",2013,"PaiSus",12,3,22.2859027338646,13.7,52.8,37.2,14.4454459637254,0.25,0.025,42.4244298242436,20.3637263156369,84.9011692158637,40.7525612236146,127.325599040107,61.1162875392515,10.23,44.46,27.3,10.1518910016357,0.2547611,0.9213636,0.694110183333333,0.215158591619919,"12","0",7,9,10,1188.61372650406,47544.5490601626,13656.5582430263,54626.2329721051,10.2170782032268,0.756251789354363,0.69140580209799,0.723828795726177,0.721581485998419
"AND_A01 T05P03 50x50 2013","AND_A01","50x50","PA","Fazenda Andiroba","T05P03",2013,"PaiSus",12,2,18.4704132595876,10.8,59.3,35.1833333333333,15.9357707023786,0.25,0.025,24.9203992851002,11.9617916568481,71.3896135953804,34.2670145257826,96.3100128804805,46.2288061826307,10.22,43.63,25.1641666666667,11.4780117523846,0.3883333,0.893,0.703533466666667,0.172891040133991,"12","0",7,9,9,805.763537774344,32230.5415109738,13054.8175861577,52219.2703446307,8.44498118556045,0.751209741507705,0.658119313121657,0.704664527314681,0.693647573640472
"AND_A01 T05P04 50x50 2013","AND_A01","50x50","PA","Fazenda Andiroba","T05P04",2013,"PaiSus",15,3,21.0215702676833,13.8,61.7,38.4666666666667,16.7140944229998,0.25,0.025,38.5672246080833,18.51226781188,80.2295599923054,38.5101887963066,118.796784600389,57.0224566081866,13.12,36.81,24.0806666666667,8.18113462849279,0.2547611,0.8520833,0.57547274,0.194570528641257,"15","0",11,13,13,1279.7513293847,51190.0531753882,19224.1044516814,76896.4178067255,12.8086470982114,0.591036362360457,0.550361205243763,0.57069878380211,0.566617125480738
"BON_A01 P01 50x50 2014","BON_A01","50x50","AC","Bonal","P01",2014,"PaiSus",32,1,26.9476010092982,10,64.2,27.428125,14.2637875433086,0.25,0.05,92.712868486421,44.5021768734821,89.2478312071138,42.8389589794146,181.960699693535,87.3411358528967,7.77,35.21,19.2228125,6.46822767487604,0.3052121,0.9295,0.646315140625,0.160591320471628,"28","4",12,22,23,6363.45299947881,127269.059989576,17497.5636690848,69990.254676339,19.7259314665915,0.608010030325714,0.744219311974501,0.676114671150108,0.656338913187473
"BON_A01 P02 50x50 2014","BON_A01","50x50","AC","Bonal","P02",2014,"PaiSus",22,1,51.994750770946,12,170,33.2954545454545,33.7344034830168,0.25,0.05,67.995999284741,32.6380796566757,194.379802666628,93.3023052799815,262.375801951369,125.940384936657,9,36.83,21.5918181818182,7.05512555074653,0.445375,0.997,0.671561404545455,0.164346733152959,"22","0",10,16,18,3924.11625970921,78482.3251941841,34000.5069580246,136002.027832098,21.4484353026283,0.67224598487693,0.668865189590257,0.670555587233593,0.670102261998383
"BON_A01 P03 50x50 2014","BON_A01","50x50","AC","Bonal","P03",2014,"PaiSus",31,2,30.6331010330624,11.1,68,31.3321428571429,15.1204069505158,0.25,0.05,125.793506339595,60.3808830430054,97.3737036545625,46.73937775419,223.167209994157,107.120260797195,8.76,36.25,24.5332142857143,7.06731656003807,0.3052121,0.99,0.665799207142857,0.151817348888171,"27","1",14,19,20,5360.15396962837,107203.079392567,21076.8273032094,84307.3092128376,19.1510388605405,0.676882229662875,0.604447171762698,0.640664700712786,0.644994639288743
"BON_A01 P04 50x50 2014","BON_A01","50x50","AC","Bonal","P04",2014,"PaiSus",26,2,71.7265096235482,10.5,180,33.05,33.3083082728619,0.25,0.05,124.483186097614,59.7519293268548,262.009402928867,125.764513405856,386.492589026481,185.516442732711,10.94,49.46,23.0557692307692,8.52712198720151,0.36,0.99,0.644543819230769,0.170665100572041,"23","3",12,19,19,6233.26539991404,124665.307998281,37855.8066306569,151423.226522628,27.6088534520909,0.62195442433736,0.653823763772204,0.637889094054782,0.639433448639267
"BON_A01 P05 50x50 2014","BON_A01","50x50","AC","Bonal","P05",2014,"PaiSus",34,0,42.0607767402716,10.2,103.7,26.9818181818182,20.8972255117972,0.25,0.05,97.2899743406136,46.6991876834945,148.785110174462,71.4168528837415,246.075084515075,118.116040567236,8.17,41.9,20.740303030303,9.16935946674047,0.3506667,0.997,0.694305039393939,0.165309178406681,"33","0",15,19,19,5774.26300526131,115485.260105226,24069.9404340089,96279.7617360357,21.1765021841262,0.663843629235095,0.677786926511903,0.670815277873499,0.670183001658139
"BON_A01 P06 50x50 2014","BON_A01","50x50","AC","Bonal","P06",2014,"PaiSus",15,2,30.1276931668332,10.2,90,30.7866666666667,24.4640805691781,0.25,0.05,17.3015273909757,8.30473314766832,117.050468096652,56.1842246863932,134.351995487628,64.4889578340615,8.72,50.7,21.0133333333333,11.4078454624543,0.265,1.05,0.584712446666667,0.206553382976819,"14","1",12,13,13,1441.40197937517,28828.0395875033,16305.5805844597,65222.3223378389,9.40503619253422,0.587782345729465,0.710971764041412,0.649377054885439,0.673212106819919
"BON_A01 P07 50x50 2014","BON_A01","50x50","AC","Bonal","P07",2014,"PaiSus",25,1,24.7092690835211,10.4,71,29.252,16.3743987166959,0.25,0.05,114.932866379132,55.1677758619836,75.8505045384221,36.4082421784426,190.783370917555,91.5760180404262,9.69,35.34,20.7064,7.400773540651,0.2547611,0.99,0.656757464,0.183250007160347,"24","1",13,20,20,5751.47860454115,115029.572090823,16103.7096945217,64414.8387780867,17.944441086891,0.7098034606913,0.621632104004315,0.665717782347808,0.678152746699509
"BON_A01 P08 50x50 2014","BON_A01","50x50","AC","Bonal","P08",2014,"PaiSus",30,1,28.7812797790163,10.2,67,29.9766666666667,16.0843612916684,0.25,0.05,68.9558925246474,33.0988284118308,101.333939989116,48.6402911947755,170.289832513763,81.7391196066062,5.58,37.3,21.2386666666667,7.99001261633518,0.265,0.9213636,0.523471203333333,0.167972699364956,"29","1",14,20,20,5119.76715375731,102395.343075146,21945.4541099821,87781.8164399284,19.0177159515075,0.494908690462501,0.602253952938499,0.5485813217005,0.544457028182926
"BON_A01 P09 50x50 2014","BON_A01","50x50","AC","Bonal","P09",2014,"PaiSus",19,3,22.1075485595982,10.4,96,27.8894736842105,22.7983891910723,0.25,0.05,26.8000808271518,12.8640387970329,83.0701784422159,39.8736856522636,109.870259269368,52.7377244492965,9.01,34.62,17.71,6.79060543856159,0.3052121,0.8963846,0.577038121052632,0.162755999339521,"17","2",13,16,16,2490.15985492305,49803.197098461,16464.9771417212,65859.9085668849,11.5663105665346,0.521165201085294,0.672978581051343,0.597071891068318,0.607609493465983
"BON_A01 P10 50x50 2014","BON_A01","50x50","AC","Bonal","P10",2014,"PaiSus",23,0,30.8184037221092,11.8,96,31.295652173913,19.6851923642867,0.25,0.05,86.5087715958328,41.5242103659997,105.97185789813,50.8664917911024,192.480629493963,92.3907021571021,11.06,43.15,20.8682608695652,8.69901752664367,0.2547611,0.9295,0.649692973913043,0.203844111588939,"23","0",13,19,19,5471.57840706957,109431.568141391,18916.4168671888,75665.6674687551,18.5097235610146,0.64826478505906,0.602102250452624,0.625183517755842,0.629394060266593
"CAU_A01 T01_P1 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T01_P1",2018,"PaiSus",66,3,62.3904910166196,10.7,80.1,25.90625,16.4794231964862,0.25,0.1,113.389384022147,54.4269043306308,203.789017375298,97.8187283401433,317.178401397446,152.245632670774,12.00631,37.8521511032335,19.3407119184615,6.58285125910546,0.352584,0.918,0.739701362872024,0.143205322461234,"64","0",15,26,36,12485.9144265007,124859.144265007,34686.3244882849,138745.29795314,26.3604442218147,0.736276793396291,0.719539343109275,0.727908068252783,0.7274672205852
"CAU_A01 T01_P2 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T01_P2",2018,"PaiSus",65,2,50.6182206080541,10.2,62.6,24.6349206349206,14.5118100817382,0.25,0.1,113.953159798879,54.6975167034617,157.325759380456,75.5163645026189,271.278919179335,130.213881206081,11.66071,33.1654248206528,18.8484421973258,6.22259400360567,0.4585318,0.9295,0.73708088133031,0.133906694659411,"63","0",14,23,36,12201.9851364509,122019.851364509,28081.1966199471,112324.786479788,23.4344637844298,0.747471691795727,0.731808945798289,0.739640318797008,0.739964310291149
"CAU_A01 T02_P1 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T02_P1",2018,"PaiSus",74,3,79.5245336229901,11,80.8,27.0256756756757,17.0318240467405,0.25,0.1,116.531089799945,55.9349231039736,271.210642237631,130.181108274063,387.741732037576,186.116031378037,12.21016,38.02753,19.7672038760807,6.895249839935,0.266,0.9295,0.715850724066924,0.161828304359505,"74","0",18,31,42,13256.9083875815,132569.083875815,45824.4406885242,183297.762754097,31.5866846629911,0.715777757414152,0.732876529506857,0.724327143460504,0.72570018739968
"CAU_A01 T02_P2 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T02_P2",2018,"PaiSus",57,4,80.6583304661033,10.4,90.1,30.3649122807018,18.4475365295756,0.25,0.1,85.2351470471914,40.9128705826519,287.951029529232,138.216494174031,373.186176576423,179.129364756683,11.79985,40.2834,21.1472704884787,7.34441232684904,0.34,0.952428571428571,0.755891906516291,0.160835213247046,"56","1",19,26,35,9645.47484468406,96454.7484468406,46599.2752466239,186397.100986496,28.2851849433336,0.712502962501565,0.758528191152942,0.735515576827253,0.742833219171423
"CAU_A01 T02_P3 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T02_P3",2018,"PaiSus",63,1,49.015473231542,10.1,59.3,24.4190476190476,14.1383812681931,0.25,0.1,113.387575385036,54.4260361848174,151.321256053253,72.6342029055612,264.708831438289,127.060239090379,11.59068,32.20604,18.7731240242436,6.19047750627589,0.457,0.9,0.718062902645503,0.132067898672858,"62","1",16,26,35,12428.1012676931,124281.012676931,26810.1396482312,107240.558592925,23.1521571269855,0.718101308783774,0.748965480041909,0.733533394412842,0.73239756182005
"CAU_A01 T02_P4 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T02_P4",2018,"PaiSus",54,0,63.8294798630266,10.5,90.4,28.1622641509434,17.1340442306571,0.25,0.1,139.09583665793,66.7660015958062,199.131917323022,95.5833203150507,338.227753980952,162.349321910857,11.86897,40.35401,20.3257444412202,6.75444064216644,0.383,0.9295,0.757933346361186,0.125095614367164,"53","0",15,25,34,13853.7245979656,138537.245979656,31150.3127310185,124601.250924074,26.313849690373,0.755834220963473,0.76219442743967,0.759014324201572,0.758845903755594
"CAU_A01 T03_P1 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T03_P1",2018,"PaiSus",41,2,60.6674312064271,10.5,103.2,29.4225,21.596432368001,0.25,0.1,61.6902826529833,29.611335673432,215.887748449226,103.626119255629,277.57803110221,133.237454929061,11.86897,43.25467,20.53602775,7.8934306814401,0.26,0.9213636,0.7250303475,0.149190199262772,"40","0",10,12,21,7047.93535286132,70479.3535286132,34434.5729609895,137738.291843958,20.8217645372571,0.708599267781107,0.709135401388234,0.708867334584671,0.708953926134455
"CAU_A01 T03_P2 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T03_P2",2018,"PaiSus",40,5,28.8614750457779,10,73,21.495,15.4606854593124,0.25,0.1,73.8918780080399,35.4681014438591,85.6290230935351,41.1019310848969,159.520901101575,76.570032528756,11.52033,36.02437,17.2698929990819,6.31819809417137,0.2547611,0.9295,0.717531379166667,0.153366904423699,"40","0",14,22,29,8462.62594069934,84626.2594069934,13374.333266991,53497.3330679641,13.8123592474957,0.706783145083612,0.753321475236262,0.730052310159937,0.724808136354054
"CAU_A01 T03_P3 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T03_P3",2018,"PaiSus",47,0,56.7887169785387,10.2,84.4,27.2934782608696,17.6884319030378,0.25,0.1,92.2103658975541,44.260975630826,189.751082135503,91.0805194250413,281.961448033057,135.341495055867,11.66071,38.91673,19.8271069565217,7.14315158550027,0.415,0.9,0.735499163043478,0.117883732663964,"45","1",13,19,28,9526.80118219471,95268.0118219471,28444.5218103347,113778.087241339,20.9046099063286,0.741973191393581,0.800743583219311,0.771358387306446,0.773960311929761
"CAU_A01 T03_P4 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T03_P4",2018,"PaiSus",34,4,43.6306729836673,10.5,93.5,28.8060606060606,21.0469555309363,0.25,0.1,67.187248996426,32.2498795182845,146.546670239076,70.3424017147563,213.733919235502,102.592281233041,11.86897,41.07621,20.2453310320814,7.97850308341612,0.457,0.9295,0.693160077777778,0.12662561248365,"33","0",11,17,20,7526.36064409487,75263.6064409487,25113.3890179722,100453.556071889,17.5717162512838,0.693277737966814,0.648097922530098,0.670687830248456,0.667449451996409
"CAU_A01 T04_P1 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T04_P1",2018,"PaiSus",66,1,57.0374546653742,10,96.1,22.9636363636364,16.3960561520952,0.25,0.1,100.556973160467,48.2673471170241,186.72537888868,89.6281818665663,287.282352049147,137.89552898359,11.52033,41.67187,17.9567510606061,6.45916762491437,0.266,0.9295,0.720308312121212,0.137578482495996,"66","0",16,22,28,11956.8780776179,119568.780776178,29101.9157810617,116407.663124247,23.5976443900425,0.711900439069441,0.748573008955298,0.730236724012369,0.729991092910189
"CAU_A01 T04_P2 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T04_P2",2018,"PaiSus",48,0,28.4584298563842,10.2,58.5,22.0333333333333,13.6745194529645,0.25,0.1,78.7219311435371,37.7865269488978,82.6500195406125,39.672009379494,161.37195068415,77.4585363283918,11.66071,31.96924,17.6255783397147,6.04915529222258,0.26,0.9295,0.694888491666667,0.16186561400637,"48","0",15,22,31,9075.05586657176,90750.5586657176,16129.2351348321,64516.9405393284,15.5267499205046,0.709563348877602,0.67208273693426,0.690823042905931,0.693989359314384
"CAU_A01 T04_P3 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T04_P3",2018,"PaiSus",56,6,51.9213526260066,10.5,77.4,25.7892857142857,16.5221798976839,0.25,0.1,130.629980291477,62.702390539909,155.411841801449,74.5976840646956,286.041822092926,137.300074604605,11.86897,37.167799840463,19.2514519614368,6.71516213581318,0.41,0.9295,0.759051138690476,0.121134213348117,"56","0",16,27,35,12900.3690373256,129003.690373256,28143.6907518086,112574.763007234,24.157845338049,0.788006670277426,0.675382720579896,0.731694695428661,0.7355242809388
"CAU_A01 T04_P4 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T04_P4",2018,"PaiSus",49,0,64.8012784428418,10.2,81,30.2387755102041,16.9612894597096,0.25,0.1,95.8771663858736,46.0210398652193,220.850634248614,106.008304439335,316.727800634488,152.029344304554,11.66071,38.07749,21.2184839162411,6.84179874575499,0.436,0.9295,0.77482918707483,0.134562722533145,"49","0",13,20,29,9858.23920714843,98582.3920714843,36176.8452687989,144707.381075196,24.328977314668,0.754533276622318,0.766930781514158,0.760732029068238,0.761907242414474
"CAU_A01 T05_P2 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T05_P2",2018,"PaiSus",45,8,24.5289219035049,10.3,59.7,21.0977777777778,12.5022450509151,0.25,0.1,51.0506560100544,24.5043148848261,77.9801622319055,37.4304778713146,129.03081824196,61.9347927561408,11.73043,32.32381,17.2910011111111,5.52778405747449,0.2547611,0.9295,0.677811791111111,0.162045401119969,"45","0",15,21,33,7108.77229459808,71087.7229459808,14024.4858666514,56097.9434666057,12.7185666412587,0.642197662125891,0.754666623101185,0.698432142613538,0.69180448962855
"CAU_A01 T05_P3 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T05_P3",2018,"PaiSus",28,4,39.3615594824968,10.5,72,30.6392857142857,19.4378275589542,0.25,0.1,38.7817850109219,18.6152568052425,141.668384838032,68.0008247222551,180.450169848953,86.6160815274976,11.86897,35.75936,21.1772114285714,7.62595008921352,0.476,0.9213636,0.698312728571429,0.147719212698732,"28","0",10,14,20,4706.8440693511,47068.440693511,23949.8452008438,95799.3808033753,14.2867821496886,0.676181052883059,0.717564786045729,0.696872919464394,0.703930730667586
"CAU_A01 T05_P4 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T05_P4",2018,"PaiSus",48,7,47.3421585160567,10.5,54.8,26.5208333333333,15.2908672274458,0.25,0.1,63.3504846109336,30.4082326132481,164.520404163432,78.9697939984472,227.870888774365,109.378026611695,11.86897,30.85116,19.673045625,6.58676514124715,0.2547611,0.9295,0.740609275,0.152461733758763,"47","1",11,19,27,7466.94527303385,74669.4527303385,27679.7167867816,110718.867147126,18.5388319877465,0.712476840806609,0.786241099816417,0.749358970311513,0.756530830825567
"CAU_A01 T06_P1 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T06_P1",2018,"PaiSus",48,9,45.6992655536997,10.3,65.4,26.2555555555556,15.2727707130214,0.25,0.1,68.1710453523121,32.7221017691098,155.852303262668,74.8091055660807,224.02334861498,107.531207335191,11.73043,33.95861,19.5163724444444,6.58616700103577,0.4862,0.99,0.747868726666667,0.122762675947906,"45","0",15,22,26,7454.8422873359,74548.422873359,24969.7475478685,99878.9901914739,17.4427413064833,0.736457374354285,0.818412692446639,0.777435033400462,0.78338586035346
"CAU_A01 T06_P2 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T06_P2",2018,"PaiSus",50,5,39.6985221993711,10.9,61.2,23.796,14.6202816913592,0.25,0.1,99.8051893345596,47.9064908805886,119.152574091211,57.1932355637812,218.95776342577,105.09972644437,12.14249,32.76177,18.4360267516469,6.26350022697095,0.2547611,0.997,0.732075020571429,0.170984350712946,"50","0",17,28,35,10823.5328198721,108235.328198721,19639.2030890002,78556.8123560008,18.6792140554721,0.719446499572837,0.777770957291042,0.74860872843194,0.743975280425864
"CAU_A01 T06_P3 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T06_P3",2018,"PaiSus",51,0,85.2590349331099,10.4,141,32.5490196078431,22.800020811824,0.25,0.1,96.266791785307,46.2080600569474,298.966163654908,143.503758554356,395.232955440215,189.711818611303,11.79985,50.80583,21.8368956862745,8.00739808494526,0.41,0.99,0.741551739215686,0.137949699905286,"51","0",12,22,33,9759.34187041342,97593.4187041342,53090.9052263692,212363.620905477,30.9957039609611,0.760295307492045,0.631619869726324,0.695957588609184,0.672134761372677
"CAU_A01 T06_P4 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T06_P4",2018,"PaiSus",46,7,34.0212629080395,10,64,24.0681818181818,14.1617692484111,0.25,0.1,83.5022771185494,40.0810930169037,102.947565958791,49.4148316602199,186.449843077341,89.4959246771236,11.52033,33.56432,18.6218263636364,6.07709226795838,0.41,0.997,0.745016363636364,0.153829966286982,"44","0",14,21,29,8778.78011739334,87787.8011739334,18012.8005722368,72051.202288947,15.983900346288,0.770942956642502,0.739124236790423,0.755033596716462,0.756599917891201
"CAU_A01 T07_P1 50x50 2018","CAU_A01","50x50","PA","Fazenda Cauaxi","T07_P1",2018,"PaiSus",40,4,55.9841146379184,10.4,93,29.2421052631579,18.559919495092,0.25,0.1,47.1975521087804,22.6548250122146,203.934616334927,97.8886158407648,251.132168443707,120.543440852979,11.79985,40.96062,20.6777,7.21861856135286,0.470125,0.9213636,0.777549026315789,0.101149835999265,"38","0",14,18,21,5139.41781580552,51394.1781580552,30391.3981936909,121565.592774763,17.2959770932819,0.776312607224801,0.805586058301825,0.790949332763313,0.79688759072269
